Accession,Descriptions,Genes,#.Peptides.QEX3_1226028,#.Peptides.QEX3_1226029,#.Peptides.QEX3_1226030,#.Peptides.QEX3_1226031,#.Peptides.QEX3_1226032,#.Peptides.QEX3_1226033,#.Peptides.QEX3_1226034,#.PSMs.QEX3_1226028,#.PSMs.QEX3_1226029,#.PSMs.QEX3_1226030,#.PSMs.QEX3_1226031,#.PSMs.QEX3_1226032,#.PSMs.QEX3_1226033,#.PSMs.QEX3_1226034,#.Unique.Peptides.QEX3_1226028,#.Unique.Peptides.QEX3_1226029,#.Unique.Peptides.QEX3_1226030,#.Unique.Peptides.QEX3_1226031,#.Unique.Peptides.QEX3_1226032,#.Unique.Peptides.QEX3_1226033,#.Unique.Peptides.QEX3_1226034,%.Coverage.QEX3_1226028,%.Coverage.QEX3_1226029,%.Coverage.QEX3_1226030,%.Coverage.QEX3_1226031,%.Coverage.QEX3_1226032,%.Coverage.QEX3_1226033,%.Coverage.QEX3_1226034,t=0; WTYAP; Abundance.QEX3_1226028,t=24; WTYAP; Abundance.QEX3_1226029,t=36; WTYAP; Abundance.QEX3_1226030,t=48; WTYAP; Abundance.QEX3_1226031,t=0; Y2TAZ; Abundance.QEX3_1226032,t=36; Y2TAZ; Abundance.QEX3_1226033,t=48; Y2TAZ; Abundance.QEX3_1226034,,,,,,
P46977,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2",STT3A,,3,4,4,,,,,4,5,5,,,,,3,3,4,,,,,4,4,5,,,,,69354.02,330869.73,610927.71,,,,,,,,,
P49454,"Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=3, Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=3, Centromere protein F OS=Homo sapiens OX=9606 GN=CENPF PE=1 SV=3",CENPF,,3,7,3,,,,,3,8,3,,,,,3,7,3,,,,,1,2,1,,,,,21902.91,94290.54,,,,,,,,,,
P50990,"T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4, T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4, T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4",CCT8,,4,4,5,,,,,4,5,5,,,,,4,4,5,,,,,9,9,11,,,,,102215.57,181866.41,618519.16,,,,,,,,,
P57721,"Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=1 SV=2, Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=1 SV=2, Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=1 SV=2",PCBP3,,,3,6,2,,,,,4,8,2,,,,,1,1,1,,,,,8,24,6,,,,,315379.91,,11876.13,,,,,,,,
P62304,"Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1, Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1, Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1, Small nuclear ribonucleoprotein E OS=Homo sapiens OX=9606 GN=SNRPE PE=1 SV=1",SNRPE,,1,1,2,1,,,,4,4,5,1,,,,1,1,2,1,,,,12,12,25,12,,,,219799.59,387483.50,638655.02,12968.48,,,,,,,,
P84243,Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2,H3-3A; H3-3B,,,5,,,,,,,14,,,,,,,3,,,,,,,27,,,,,,,84428303.91,,,,,,,,,,
Q13148,"TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1, TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1, TAR DNA-binding protein 43 OS=Homo sapiens OX=9606 GN=TARDBP PE=1 SV=1",TARDBP,,4,4,5,,,,,4,5,5,,,,,4,4,5,,,,,13,14,16,,,,,190755.97,390069.34,1426288.34,,,,,,,,,
Q13724,"Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5, Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5, Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5",MOGS,,2,5,5,,,,,3,6,5,,,,,2,5,5,,,,,3,7,7,,,,,43744.71,204471.00,135177.88,,,,,,,,,
Q14692,"Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1, Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1, Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1",BMS1,,5,5,4,,,,,5,5,4,,,,,5,5,4,,,,,3,3,3,,,,,179025.81,288602.52,479262.10,,,,,,,,,
Q15287,"RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1, RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1, RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1",RNPS1,,2,1,5,,,,,2,1,11,,,,,2,1,5,,,,,5,3,21,,,,,37292.73,,2391595.13,,,,,,,,,
Q1ED39,"Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1, Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1, Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1",KNOP1,,2,7,4,,,,,2,7,5,,,,,2,7,4,,,,,5,20,11,,,,,,570755.29,1516313.85,,,,,,,,,
Q32MZ4,"Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2, Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2, Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2",LRRFIP1,,2,4,5,,,,,2,5,7,,,,,1,3,4,,,,,4,6,8,,,,,12036.75,341584.38,983864.51,,,,,,,,,
Q5BKZ1,"DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2, DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2, DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2",ZNF326,,5,1,8,,,,,5,1,8,,,,,5,1,8,,,,,10,2,17,,,,,145001.72,72258.00,1110758.88,,,,,,,,,
Q5JVF3,"PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2, PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2, PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2",PCID2,,5,4,4,,,,,5,4,5,,,,,5,4,4,,,,,14,11,10,,,,,112485.09,231410.15,457262.54,,,,,,,,,
Q6NYC8,"Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1, Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1, Phostensin OS=Homo sapiens OX=9606 GN=PPP1R18 PE=1 SV=1",PPP1R18,,4,2,8,,,,,4,2,8,,,,,4,2,8,,,,,8,3,13,,,,,513043.46,285514.84,804672.70,,,,,,,,,
Q7KZ85,"Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2, Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2, Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2",SUPT6H,,2,4,8,,,,,2,4,8,,,,,2,4,8,,,,,1,2,4,,,,,68350.08,67989.76,638490.55,,,,,,,,,
Q86VM9,"Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2, Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2, Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens OX=9606 GN=ZC3H18 PE=1 SV=2",ZC3H18,,3,6,3,,,,,3,8,3,,,,,3,6,3,,,,,5,9,5,,,,,109045.46,988546.38,631762.80,,,,,,,,,
Q8IY63,"Angiomotin-like protein 1 OS=Homo sapiens OX=9606 GN=AMOTL1 PE=1 SV=1, Angiomotin-like protein 1 OS=Homo sapiens OX=9606 GN=AMOTL1 PE=1 SV=1, Angiomotin-like protein 1 OS=Homo sapiens OX=9606 GN=AMOTL1 PE=1 SV=1",AMOTL1,,1,6,6,,,,,1,6,7,,,,,1,6,5,,,,,1,6,7,,,,,23407.52,400939.67,484056.77,,,,,,,,,
Q8N1N4,"Keratin, type II cytoskeletal 78 OS=Homo sapiens OX=9606 GN=KRT78 PE=1 SV=2, Keratin, type II cytoskeletal 78 OS=Homo sapiens OX=9606 GN=KRT78 PE=1 SV=2",KRT78,9,,,,3,,,11,,,,3,,,7,,,,1,,,17,,,,5,,,183566.15,,,,12347.36,,,,,,,,
Q8WWY3,"U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2, U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2, U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens OX=9606 GN=PRPF31 PE=1 SV=2",PRPF31,,3,5,5,,,,,3,5,6,,,,,3,5,5,,,,,7,13,12,,,,,68981.54,464409.39,1307892.95,,,,,,,,,
Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2, Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2, Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=2",PGAM5,,2,3,6,,,,,2,4,8,,,,,2,3,6,,,,,6,9,17,,,,,132817.98,429116.77,1225873.35,,,,,,,,,
Q96L91,"E1A-binding protein p400 OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=4, E1A-binding protein p400 OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=4, E1A-binding protein p400 OS=Homo sapiens OX=9606 GN=EP400 PE=1 SV=4",EP400,,1,5,7,,,,,1,5,8,,,,,1,5,7,,,,,0,2,3,,,,,34837.93,82278.21,549646.67,,,,,,,,,
Q96PU4,"E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens OX=9606 GN=UHRF2 PE=1 SV=1, E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens OX=9606 GN=UHRF2 PE=1 SV=1, E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens OX=9606 GN=UHRF2 PE=1 SV=1",UHRF2,,5,3,4,,,,,5,4,5,,,,,4,2,3,,,,,6,4,5,,,,,44842.59,63583.61,121510.20,,,,,,,,,
Q9H6R4,"Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2, Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2, Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2",NOL6,,5,6,3,,,,,5,6,3,,,,,5,6,3,,,,,5,6,2,,,,,49434.59,337346.83,563426.70,,,,,,,,,
Q9HBE1,"POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=PATZ1 PE=1 SV=1, POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=PATZ1 PE=1 SV=1, POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=PATZ1 PE=1 SV=1",PATZ1,,2,7,4,,,,,2,7,5,,,,,2,6,3,,,,,3,10,6,,,,,43819.96,592822.12,988461.49,,,,,,,,,
Q9NWT1,"p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2, p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2, p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2, p21-activated protein kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAK1IP1 PE=1 SV=2",PAK1IP1,1,3,3,6,,,,1,3,3,7,,,,1,3,3,6,,,,3,8,8,20,,,,7809.45,998649.53,1559661.65,3604280.09,,,,,,,,,
Q9UHB9,"Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2, Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2, Signal recognition particle subunit SRP68 OS=Homo sapiens OX=9606 GN=SRP68 PE=1 SV=2",SRP68,,2,5,4,,,,,3,6,5,,,,,2,5,4,,,,,3,8,7,,,,,116580.53,473047.02,399168.04,,,,,,,,,
Q9UHR4,"Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2, Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2, Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens OX=9606 GN=BAIAP2L1 PE=1 SV=2",BAIAP2L1,,3,5,5,,,,,3,6,5,,,,,3,5,5,,,,,5,9,9,,,,,117034.03,496197.82,1077626.05,,,,,,,,,
Q9Y2P8,"RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3, RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3, RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3, RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3",RCL1,1,4,2,3,,,,1,6,3,4,,,,1,4,2,3,,,,2,12,6,8,,,,16338.38,141495.22,125165.47,244824.23,,,,,,,,,
O00178,"GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3, GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3, GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3",GTPBP1,,2,4,7,,,,,2,4,7,,,,,2,4,7,,,,,4,7,12,,,,,,227676.87,288897.61,,,,,,,,,
O43818,"U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1, U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1, U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1",RRP9,,6,2,4,,,,,7,2,4,,,,,6,2,4,,,,,13,3,7,,,,,198665.52,,120863.89,,,,,,,,,
O95785,"Protein Wiz OS=Homo sapiens OX=9606 GN=WIZ PE=1 SV=2, Protein Wiz OS=Homo sapiens OX=9606 GN=WIZ PE=1 SV=2, Protein Wiz OS=Homo sapiens OX=9606 GN=WIZ PE=1 SV=2",WIZ,,2,3,7,,,,,2,3,8,,,,,2,3,7,,,,,1,2,4,,,,,88760.69,277874.38,886347.63,,,,,,,,,
P08579,"U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1, U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1, U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1",SNRPB2,,4,3,5,,,,,4,3,6,,,,,2,1,3,,,,,16,12,23,,,,,261536.99,83765.58,483407.08,,,,,,,,,
P10620,"Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1, Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1, Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1",MGST1,,2,4,2,,,,,2,7,4,,,,,2,4,2,,,,,19,27,18,,,,,38413.00,556060.77,792610.00,,,,,,,,,
P12532,"Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1, Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1, Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1",CKMT1A; CKMT1B,,2,7,2,,,,,2,7,4,,,,,2,7,2,,,,,5,25,5,,,,,227066.53,778226.63,866655.66,,,,,,,,,
P28340,"DNA polymerase delta catalytic subunit OS=Homo sapiens OX=9606 GN=POLD1 PE=1 SV=2, DNA polymerase delta catalytic subunit OS=Homo sapiens OX=9606 GN=POLD1 PE=1 SV=2, DNA polymerase delta catalytic subunit OS=Homo sapiens OX=9606 GN=POLD1 PE=1 SV=2",POLD1,,2,3,6,,,,,2,3,8,,,,,2,3,5,,,,,2,3,5,,,,,40834.26,109211.24,1342022.48,,,,,,,,,
P32119,"Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5, Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5, Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5, Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5, Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5",PRDX2,3,2,3,3,2,,,3,2,3,3,2,,,3,1,2,2,1,,,15,11,15,15,11,,,115165.76,,60688.69,45214.82,22160.56,,,,,,,,
P37108,"Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2, Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2, Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2",SRP14,,2,4,5,,,,,2,5,6,,,,,2,4,5,,,,,13,29,29,,,,,148875.29,324343.82,2322179.14,,,,,,,,,
P37268,"Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1, Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1, Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1, Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1",FDFT1,1,2,5,5,,,,1,2,5,5,,,,1,2,5,5,,,,2,5,12,12,,,,19002.61,,465179.42,723433.29,,,,,,,,,
P49207,"60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3, 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3, 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3",RPL34,,2,5,5,,,,,2,5,6,,,,,2,5,5,,,,,14,36,37,,,,,60151.18,3007795.09,10966734.00,,,,,,,,,
P54132,"Bloom syndrome protein OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1, Bloom syndrome protein OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1, Bloom syndrome protein OS=Homo sapiens OX=9606 GN=BLM PE=1 SV=1",BLM,,2,5,4,,,,,3,5,5,,,,,1,4,3,,,,,1,4,3,,,,,,134117.03,266486.23,,,,,,,,,
P62258,"14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1, 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1, 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1, 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1, 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1, 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1, 14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1",YWHAE,1,3,3,2,1,,1,1,5,3,2,1,,1,1,1,1,1,1,,1,3,12,11,10,3,,3,94870.67,29989.84,45718.84,,63900.29,,298621.97,,,,,,
P63173,"60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2, 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2, 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2",RPL38,,2,3,3,,,,,2,3,8,,,,,2,3,3,,,,,36,50,50,,,,,165444.66,363293.66,986018.36,,,,,,,,,
P78524,"DENN domain-containing protein 2B OS=Homo sapiens OX=9606 GN=DENND2B PE=1 SV=3, DENN domain-containing protein 2B OS=Homo sapiens OX=9606 GN=DENND2B PE=1 SV=3, DENN domain-containing protein 2B OS=Homo sapiens OX=9606 GN=DENND2B PE=1 SV=3",DENND2B,,6,3,3,,,,,7,3,3,,,,,6,3,3,,,,,6,3,3,,,,,132490.55,88302.27,221252.36,,,,,,,,,
Q03001,"Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4, Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4, Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4",DST,,5,2,6,,,,,5,2,6,,,,,5,2,5,,,,,1,0,1,,,,,,54272.63,267938.16,,,,,,,,,
Q13243,"Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1, Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1, Serine/arginine-rich splicing factor 5 OS=Homo sapiens OX=9606 GN=SRSF5 PE=1 SV=1",SRSF5,,3,4,5,,,,,3,4,6,,,,,2,3,4,,,,,11,14,19,,,,,,238781.09,3123618.33,,,,,,,,,
Q14678,"KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KANK1 PE=1 SV=3, KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KANK1 PE=1 SV=3, KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KANK1 PE=1 SV=3",KANK1,,2,3,5,,,,,2,5,6,,,,,2,3,5,,,,,1,2,4,,,,,27789.13,362384.41,1417726.09,,,,,,,,,
Q5T0N5,"Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3, Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3, Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3",FNBP1L,,1,3,9,,,,,1,3,9,,,,,1,3,9,,,,,1,6,14,,,,,85605.76,220848.20,1838163.47,,,,,,,,,
Q86UE4,"Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2, Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2, Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2",MTDH,,1,6,6,,,,,1,6,6,,,,,1,6,6,,,,,2,13,14,,,,,,352761.75,643951.00,,,,,,,,,
Q86XP3,"ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1, ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1, ATP-dependent RNA helicase DDX42 OS=Homo sapiens OX=9606 GN=DDX42 PE=1 SV=1",DDX42,,1,4,7,,,,,1,5,7,,,,,1,4,7,,,,,1,5,9,,,,,19745.87,246885.87,456350.87,,,,,,,,,
Q8IWS0,"PHD finger protein 6 OS=Homo sapiens OX=9606 GN=PHF6 PE=1 SV=1, PHD finger protein 6 OS=Homo sapiens OX=9606 GN=PHF6 PE=1 SV=1, PHD finger protein 6 OS=Homo sapiens OX=9606 GN=PHF6 PE=1 SV=1",PHF6,,1,4,6,,,,,1,4,8,,,,,1,4,6,,,,,3,15,17,,,,,63451.90,473825.52,2405923.39,,,,,,,,,
Q96I25,"Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1, Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1, Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1",RBM17,,4,4,5,,,,,4,4,5,,,,,4,4,5,,,,,9,10,12,,,,,144390.33,314326.92,692193.95,,,,,,,,,
Q9BQ67,"Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1, Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1, Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1, Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1",GRWD1,1,4,5,3,,,,1,4,5,3,,,,1,4,5,3,,,,2,9,12,8,,,,13157.68,216509.92,1656934.61,2170884.67,,,,,,,,,
Q9BUP0,"EF-hand domain-containing protein D1 OS=Homo sapiens OX=9606 GN=EFHD1 PE=1 SV=1, EF-hand domain-containing protein D1 OS=Homo sapiens OX=9606 GN=EFHD1 PE=1 SV=1, EF-hand domain-containing protein D1 OS=Homo sapiens OX=9606 GN=EFHD1 PE=1 SV=1",EFHD1,,3,3,4,,,,,4,4,5,,,,,1,1,2,,,,,12,14,18,,,,,19445.66,,72748.30,,,,,,,,,
Q9H8H0,"Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1, Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1, Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1, Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1",NOL11,1,6,3,1,,,,1,6,5,1,,,,1,6,3,1,,,,2,8,6,2,,,,,274951.28,113752.50,57056.34,,,,,,,,,
Q9NVU7,"Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3, Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3, Protein SDA1 homolog OS=Homo sapiens OX=9606 GN=SDAD1 PE=1 SV=3",SDAD1,,3,4,6,,,,,3,4,6,,,,,3,4,6,,,,,5,7,8,,,,,22597.32,111724.59,486777.91,,,,,,,,,
